Time Increment,Dock #,Truck Driver's Name,Delivery Company,Crate ID,Crate Value,Dock Status
60 Minutes,1,Link,Landgraab Industries,109244,497.7$,Truck Still Unloading
90 Minutes,1,Link,Landgraab Industries,219772,255.91$,Truck Still Unloading
120 Minutes,1,Link,Landgraab Industries,892375,74.81$,Truck Still Unloading
150 Minutes,1,Link,Landgraab Industries,435425,349.44$,Truck Still Unloading
180 Minutes,1,Link,Landgraab Industries,161480,58.94$,Truck Still Unloading
210 Minutes,1,Link,Landgraab Industries,983113,132.18$,Truck Still Unloading
210 Minutes,2,Donald Gotterbarn,Aperture Science,988928,139.47$,Truck Still Unloading
240 Minutes,1,Link,Landgraab Industries,525393,463.76$,Dock is Empty
240 Minutes,2,Donald Gotterbarn,Aperture Science,17256,88.12$,Truck Still Unloading
270 Minutes,2,Donald Gotterbarn,Aperture Science,450266,409.75$,Truck Still Unloading
270 Minutes,3,Ken Loveday,Conseillers en gestion et informatique,194261,73.15$,Truck Still Unloading
300 Minutes,2,Donald Gotterbarn,Aperture Science,106215,101.66$,Dock is Empty
300 Minutes,3,Ken Loveday,Conseillers en gestion et informatique,682318,254.92$,Truck Still Unloading
330 Minutes,3,Ken Loveday,Conseillers en gestion et informatique,774810,134.68$,Truck Still Unloading
360 Minutes,3,Ken Loveday,Conseillers en gestion et informatique,94693,195.89$,Truck Still Unloading
360 Minutes,4,Ren Amamiya,Vladof,91525,295.86$,Truck Still Unloading
390 Minutes,3,Ken Loveday,Conseillers en gestion et informatique,245404,288.81$,Truck Still Unloading
390 Minutes,4,Ren Amamiya,Vladof,56025,464.75$,Truck Still Unloading
390 Minutes,5,William Rochelle,AVEVA,224402,244.16$,Truck Still Unloading
420 Minutes,3,Ken Loveday,Conseillers en gestion et informatique,452549,332.99$,Dock is Empty
420 Minutes,4,Ren Amamiya,Vladof,756215,234.17$,Truck Still Unloading
420 Minutes,5,William Rochelle,AVEVA,571502,394.34$,Truck Still Unloading
420 Minutes,6,Franklin,Landgraab Industries,281062,430.56$,Truck Still Unloading
450 Minutes,4,Ren Amamiya,Vladof,53014,308.42$,Dock is Empty
450 Minutes,5,William Rochelle,AVEVA,738984,261.8$,Truck Still Unloading
450 Minutes,6,Franklin,Landgraab Industries,741387,220.14$,Truck Still Unloading
480 Minutes,5,William Rochelle,AVEVA,196115,324.81$,Truck Still Unloading
480 Minutes,6,Franklin,Landgraab Industries,864108,278.55$,Dock is Empty
510 Minutes,5,William Rochelle,AVEVA,729288,218.12$,Dock is Empty
600 Minutes,1,Miss Lyn,Vladof,21341,439.22$,Truck Still Unloading
630 Minutes,1,Miss Lyn,Vladof,562323,129.33$,Truck Still Unloading
630 Minutes,2,Kratos,IBM,249518,119.5$,Truck Still Unloading
660 Minutes,1,Miss Lyn,Vladof,870570,278.71$,Truck Still Unloading
660 Minutes,2,Kratos,IBM,639625,350.82$,Truck Still Unloading
660 Minutes,3,Shemmy,Vladof,126561,69.01$,Truck Still Unloading
690 Minutes,1,Miss Lyn,Vladof,788529,408.33$,Truck Still Unloading
690 Minutes,2,Kratos,IBM,567477,180.23$,Truck Still Unloading
690 Minutes,3,Shemmy,Vladof,566281,454.32$,Truck Still Unloading
690 Minutes,4,Lady Dimitrescu,Tediore,286272,66.24$,Truck Still Unloading
720 Minutes,1,Miss Lyn,Vladof,143908,115.63$,Dock is Empty
720 Minutes,2,Kratos,IBM,449369,228.26$,Dock is Empty
720 Minutes,3,Shemmy,Vladof,264051,113.13$,Truck Still Unloading
720 Minutes,4,Lady Dimitrescu,Tediore,416706,454.54$,Truck Still Unloading
720 Minutes,5,Solid Snake,Tediore,514261,333.46$,Truck Still Unloading
750 Minutes,3,Shemmy,Vladof,334805,470.59$,Truck Still Unloading
750 Minutes,4,Lady Dimitrescu,Tediore,875554,413.71$,Truck Still Unloading
750 Minutes,5,Solid Snake,Tediore,565406,220.93$,Truck Still Unloading
750 Minutes,6,Trevor,LabConnect,893870,82.6$,Truck Still Unloading
780 Minutes,3,Shemmy,Vladof,303267,491.5$,Truck Still Unloading
780 Minutes,4,Lady Dimitrescu,Tediore,206322,288.2$,Truck Still Unloading
780 Minutes,5,Solid Snake,Tediore,192278,334.7$,Truck Still Unloading
780 Minutes,6,Trevor,LabConnect,64205,99.7$,Truck Still Unloading
780 Minutes,7,Meaghan Heimbach,Black Mesa,11581,383.48$,Truck Still Unloading
810 Minutes,3,Shemmy,Vladof,430957,432.36$,Dock is Empty
810 Minutes,4,Lady Dimitrescu,Tediore,58339,148.8$,Dock is Empty
810 Minutes,5,Solid Snake,Tediore,797260,164.75$,Truck Still Unloading
810 Minutes,6,Trevor,LabConnect,251764,466.73$,Truck Still Unloading
810 Minutes,7,Meaghan Heimbach,Black Mesa,507069,130.26$,Truck Still Unloading
810 Minutes,8,Brittany Mitchell,Cisco,242080,306.98$,Truck Still Unloading
840 Minutes,1,Ren Amamiya,Cisco,470351,456.23$,Truck Still Unloading
840 Minutes,5,Solid Snake,Tediore,432403,251.94$,Dock is Empty
840 Minutes,6,Trevor,LabConnect,720873,387.81$,Truck Still Unloading
840 Minutes,7,Meaghan Heimbach,Black Mesa,488045,191.83$,Truck Still Unloading
840 Minutes,8,Brittany Mitchell,Cisco,502347,260.57$,Truck Still Unloading
